id,system_type,nameplate_hp,nameplate_kW,Ph,RLA,V,Amps,hp,MLF,Eff,PF,calc_kw,VSD_speed,percent_on,assigned_schedule,scheduled_hours_per_day,jan_operating_hrs,feb_operating_hrs,mar_operating_hrs,apr_operating_hrs,may_operating_hrs,jun_operating_hrs,jul_operating_hrs,aug_operating_hrs,sep_operating_hrs,octob_operating_hrs,nov_operating_hrs,dec_operating_hrs,jan_operating_kWh,feb_operating_kWh,mar_operating_kWh,apr_operating_kWh,may_operating_kWh,jun_operating_kWh,jul_operating_kWh,aug_operating_kWh,sep_operating_kWh,octob_operating_kWh,nov_operating_kWh,dec_operating_kWh,annual_hours,annual_kwh
5218,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.1,,24.0,74.4,67.2,74.4,72.0,74.4,72.0,74.4,74.4,72.0,74.4,72.0,74.4,145.209767441861,131.157209302326,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,876.0,1709.72790697674
5219,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.1,,24.0,74.4,67.2,74.4,72.0,74.4,72.0,74.4,74.4,72.0,74.4,72.0,74.4,145.209767441861,131.157209302326,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,876.0,1709.72790697674
5220,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.1,,24.0,74.4,67.2,74.4,72.0,74.4,72.0,74.4,74.4,72.0,74.4,72.0,74.4,145.209767441861,131.157209302326,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,876.0,1709.72790697674
5221,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.1,,24.0,74.4,67.2,74.4,72.0,74.4,72.0,74.4,74.4,72.0,74.4,72.0,74.4,145.209767441861,131.157209302326,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,876.0,1709.72790697674
5222,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.1,,24.0,74.4,67.2,74.4,72.0,74.4,72.0,74.4,74.4,72.0,74.4,72.0,74.4,145.209767441861,131.157209302326,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,876.0,1709.72790697674
5223,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.1,,24.0,74.4,67.2,74.4,72.0,74.4,72.0,74.4,74.4,72.0,74.4,72.0,74.4,145.209767441861,131.157209302326,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,876.0,1709.72790697674
5224,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.1,,24.0,74.4,67.2,74.4,72.0,74.4,72.0,74.4,74.4,72.0,74.4,72.0,74.4,145.209767441861,131.157209302326,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,876.0,1709.72790697674
5225,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.1,,24.0,74.4,67.2,74.4,72.0,74.4,72.0,74.4,74.4,72.0,74.4,72.0,74.4,145.209767441861,131.157209302326,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,876.0,1709.72790697674
5226,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.1,,24.0,74.4,67.2,74.4,72.0,74.4,72.0,74.4,74.4,72.0,74.4,72.0,74.4,145.209767441861,131.157209302326,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,876.0,1709.72790697674
5227,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.1,ALL DAY,24.0,74.4,67.2,74.4,72.0,74.4,72.0,74.4,74.4,72.0,74.4,72.0,74.4,145.209767441861,131.157209302326,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,876.0,1709.72790697674
5228,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.1,ALL DAY,24.0,74.4,67.2,74.4,72.0,74.4,72.0,74.4,74.4,72.0,74.4,72.0,74.4,145.209767441861,131.157209302326,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,876.0,1709.72790697674
5229,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.1,ALL DAY,24.0,74.4,67.2,74.4,72.0,74.4,72.0,74.4,74.4,72.0,74.4,72.0,74.4,145.209767441861,131.157209302326,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,145.209767441861,140.525581395349,145.209767441861,140.525581395349,145.209767441861,876.0,1709.72790697674
5240,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.2,ALL DAY,24.0,148.8,134.4,148.8,144.0,148.8,144.0,148.8,148.8,144.0,148.8,144.0,148.8,290.419534883721,262.314418604651,290.419534883721,281.051162790698,290.419534883721,281.051162790698,290.419534883721,290.419534883721,281.051162790698,290.419534883721,281.051162790698,290.419534883721,1752.0,3419.45581395349
5241,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.2,ALL DAY,24.0,148.8,134.4,148.8,144.0,148.8,144.0,148.8,148.8,144.0,148.8,144.0,148.8,290.419534883721,262.314418604651,290.419534883721,281.051162790698,290.419534883721,281.051162790698,290.419534883721,290.419534883721,281.051162790698,290.419534883721,281.051162790698,290.419534883721,1752.0,3419.45581395349
5242,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.2,ALL DAY,24.0,148.8,134.4,148.8,144.0,148.8,144.0,148.8,148.8,144.0,148.8,144.0,148.8,290.419534883721,262.314418604651,290.419534883721,281.051162790698,290.419534883721,281.051162790698,290.419534883721,290.419534883721,281.051162790698,290.419534883721,281.051162790698,290.419534883721,1752.0,3419.45581395349
5243,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.2,ALL DAY,24.0,148.8,134.4,148.8,144.0,148.8,144.0,148.8,148.8,144.0,148.8,144.0,148.8,290.419534883721,262.314418604651,290.419534883721,281.051162790698,290.419534883721,281.051162790698,290.419534883721,290.419534883721,281.051162790698,290.419534883721,281.051162790698,290.419534883721,1752.0,3419.45581395349
5244,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.4,ALL DAY,24.0,297.6,268.8,297.6,288.0,297.6,288.0,297.6,297.6,288.0,297.6,288.0,297.6,580.839069767442,524.628837209302,580.839069767442,562.102325581396,580.839069767442,562.102325581396,580.839069767442,580.839069767442,562.102325581396,580.839069767442,562.102325581396,580.839069767442,3504.0,6838.91162790698
5245,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.4,ALL DAY,24.0,297.6,268.8,297.6,288.0,297.6,288.0,297.6,297.6,288.0,297.6,288.0,297.6,580.839069767442,524.628837209302,580.839069767442,562.102325581396,580.839069767442,562.102325581396,580.839069767442,580.839069767442,562.102325581396,580.839069767442,562.102325581396,580.839069767442,3504.0,6838.91162790698
5246,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.4,ALL DAY,24.0,297.6,268.8,297.6,288.0,297.6,288.0,297.6,297.6,288.0,297.6,288.0,297.6,580.839069767442,524.628837209302,580.839069767442,562.102325581396,580.839069767442,562.102325581396,580.839069767442,580.839069767442,562.102325581396,580.839069767442,562.102325581396,580.839069767442,3504.0,6838.91162790698
5247,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.4,ALL DAY,24.0,297.6,268.8,297.6,288.0,297.6,288.0,297.6,297.6,288.0,297.6,288.0,297.6,580.839069767442,524.628837209302,580.839069767442,562.102325581396,580.839069767442,562.102325581396,580.839069767442,580.839069767442,562.102325581396,580.839069767442,562.102325581396,580.839069767442,3504.0,6838.91162790698
5248,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.4,ALL DAY,24.0,297.6,268.8,297.6,288.0,297.6,288.0,297.6,297.6,288.0,297.6,288.0,297.6,580.839069767442,524.628837209302,580.839069767442,562.102325581396,580.839069767442,562.102325581396,580.839069767442,580.839069767442,562.102325581396,580.839069767442,562.102325581396,580.839069767442,3504.0,6838.91162790698
5249,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.4,ALL DAY,24.0,297.6,268.8,297.6,288.0,297.6,288.0,297.6,297.6,288.0,297.6,288.0,297.6,580.839069767442,524.628837209302,580.839069767442,562.102325581396,580.839069767442,562.102325581396,580.839069767442,580.839069767442,562.102325581396,580.839069767442,562.102325581396,580.839069767442,3504.0,6838.91162790698
5250,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.4,ALL DAY,24.0,297.6,268.8,297.6,288.0,297.6,288.0,297.6,297.6,288.0,297.6,288.0,297.6,580.839069767442,524.628837209302,580.839069767442,562.102325581396,580.839069767442,562.102325581396,580.839069767442,580.839069767442,562.102325581396,580.839069767442,562.102325581396,580.839069767442,3504.0,6838.91162790698
5251,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,1.0,AHU,15.0,465.0,420.0,465.0,450.0,465.0,450.0,465.0,465.0,450.0,465.0,450.0,465.0,907.561046511628,819.732558139535,907.561046511628,878.28488372093,907.561046511628,878.28488372093,907.561046511628,907.561046511628,878.28488372093,907.561046511628,878.28488372093,907.561046511628,5475.0,10685.7994186047
5252,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,1.0,AHU,15.0,465.0,420.0,465.0,450.0,465.0,450.0,465.0,465.0,450.0,465.0,450.0,465.0,907.561046511628,819.732558139535,907.561046511628,878.28488372093,907.561046511628,878.28488372093,907.561046511628,907.561046511628,878.28488372093,907.561046511628,878.28488372093,907.561046511628,5475.0,10685.7994186047
5254,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,1.0,RTU-1,17.5,0.0,0.0,0.0,0.0,379.75,525.0,542.5,542.5,420.0,162.75,52.5,0.0,0.0,0.0,0.0,0.0,741.174854651163,1024.66569767442,1058.82122093023,1058.82122093023,819.732558139535,317.64636627907,102.466569767442,0.0,2625.0,5123.32848837209
5257,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.75,RTU-2,24.0,558.0,504.0,558.0,540.0,558.0,540.0,558.0,558.0,540.0,558.0,540.0,558.0,1089.07325581395,983.679069767442,1089.07325581395,1053.94186046512,1089.07325581395,1053.94186046512,1089.07325581395,1089.07325581395,1053.94186046512,1089.07325581395,1053.94186046512,1089.07325581395,6570.0,12822.9593023256
5258,PUMP,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,1.0,ALL DAY,24.0,0.0,0.0,0.0,36.0,297.6,432.0,744.0,744.0,396.0,260.4,0.0,0.0,0.0,0.0,0.0,70.2627906976744,580.839069767442,843.153488372093,1452.0976744186,1452.0976744186,772.890697674419,508.234186046512,0.0,0.0,2910.0,5679.57558139535
5259,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,1.0,1H 1D,1.0,31.0,28.0,31.0,30.0,31.0,30.0,31.0,31.0,30.0,31.0,30.0,31.0,60.5040697674419,54.6488372093023,60.5040697674419,58.5523255813954,60.5040697674419,58.5523255813954,60.5040697674419,60.5040697674419,58.5523255813954,60.5040697674419,58.5523255813954,60.5040697674419,365.0,712.386627906977
5260,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,1.0,EF-14,16.0,496.0,448.0,496.0,480.0,496.0,480.0,496.0,496.0,480.0,496.0,480.0,496.0,968.06511627907,874.381395348837,968.06511627907,936.837209302326,968.06511627907,936.837209302326,968.06511627907,968.06511627907,936.837209302326,968.06511627907,936.837209302326,968.06511627907,5840.0,11398.1860465116
5261,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.951744186,,1.0,KITCHEN EF,16.0,496.0,448.0,496.0,480.0,496.0,480.0,496.0,496.0,480.0,496.0,480.0,496.0,968.0651163,874.3813953,968.0651163,936.8372093,968.0651163,936.8372093,968.0651163,968.0651163,936.8372093,968.0651163,936.8372093,968.0651163,5840.0,11398.18605
5262,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,1.0,OCCUPIED,17.5,542.5,441.0,542.5,525.0,488.25,210.0,108.5,54.25,315.0,542.5,525.0,542.5,1058.82122093023,860.719186046512,1058.82122093023,1024.66569767442,952.939098837209,409.866279069768,211.764244186047,105.882122093023,614.799418604651,1058.82122093023,1024.66569767442,1058.82122093023,4837.0,9440.58662790698
5263,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.8,AHU-9,14.0,347.2,313.6,347.2,336.0,347.2,336.0,347.2,347.2,336.0,347.2,336.0,347.2,677.645581395349,612.066976744186,677.645581395349,655.786046511628,677.645581395349,655.786046511628,677.645581395349,677.645581395349,655.786046511628,677.645581395349,655.786046511628,677.645581395349,4088.0,7978.73023255814
5264,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.8,AHU-9,14.0,347.2,313.6,347.2,336.0,347.2,336.0,347.2,347.2,336.0,347.2,336.0,347.2,677.645581395349,612.066976744186,677.645581395349,655.786046511628,677.645581395349,655.786046511628,677.645581395349,677.645581395349,655.786046511628,677.645581395349,655.786046511628,677.645581395349,4088.0,7978.73023255814
5265,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,1.0,AHUTHEATRE,10.5,325.5,294.0,325.5,315.0,325.5,315.0,325.5,325.5,315.0,325.5,315.0,325.5,635.29273255814,573.812790697675,635.29273255814,614.799418604651,635.29273255814,614.799418604651,635.29273255814,635.29273255814,614.799418604651,635.29273255814,614.799418604651,635.29273255814,3832.5,7480.05959302326
5266,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,1.0,AHU-9,14.0,434.0,392.0,434.0,420.0,434.0,420.0,434.0,434.0,420.0,434.0,420.0,434.0,847.056976744186,765.083720930233,847.056976744186,819.732558139535,847.056976744186,819.732558139535,847.056976744186,847.056976744186,819.732558139535,847.056976744186,819.732558139535,847.056976744186,5110.0,9973.41279069768
5267,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,1.0,OCCUPIED,19.25,596.75,539.0,596.75,577.5,596.75,577.5,596.75,596.75,577.5,596.75,577.5,596.75,1164.70334302326,1051.99011627907,1164.70334302326,1127.13226744186,1164.70334302326,1127.13226744186,1164.70334302326,1164.70334302326,1127.13226744186,1164.70334302326,1127.13226744186,1164.70334302326,7026.25,13713.4425872093
5268,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,0.7,1.0,HA-AH-13,8.21428571428571,254.642857142857,230.0,254.642857142857,246.428571428571,254.642857142857,246.428571428571,254.642857142857,254.642857142857,246.428571428571,254.642857142857,246.428571428571,229.178571428571,243.528880813953,219.961569767442,243.528880813953,235.673110465116,243.528880813953,235.673110465116,243.528880813953,243.528880813953,235.673110465116,243.528880813953,235.673110465116,219.175992732558,2972.75,2843.00328924419
5269,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,1.0,AHU-106,20.7,641.7,579.6,641.7,621.0,641.7,621.0,641.7,641.7,621.0,641.7,621.0,641.7,1252.43424418605,1131.23093023256,1252.43424418605,1212.03313953488,1252.43424418605,1212.03313953488,1252.43424418605,1252.43424418605,1212.03313953488,1252.43424418605,1212.03313953488,1252.43424418605,7555.5,14746.4031976744
5270,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,1.0,AHUTHEATRE,16.5,511.5,462.0,511.5,495.0,511.5,495.0,511.5,511.5,495.0,511.5,495.0,511.5,998.317151162791,901.705813953488,998.317151162791,966.113372093023,998.317151162791,966.113372093023,998.317151162791,998.317151162791,966.113372093023,998.317151162791,966.113372093023,998.317151162791,6022.5,11754.3793604651
5271,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,1.0,OCCUPIED,16.75,519.25,469.0,519.25,502.5,519.25,502.5,519.25,519.25,502.5,519.25,502.5,519.25,1013.44316860465,915.368023255814,1013.44316860465,980.751453488372,1013.44316860465,980.751453488372,1013.44316860465,1013.44316860465,980.751453488372,1013.44316860465,980.751453488372,1013.44316860465,6113.75,11932.4760174419
5272,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,1.0,OCCUPIED,16.75,519.25,469.0,519.25,502.5,519.25,502.5,519.25,519.25,502.5,519.25,502.5,519.25,1013.44316860465,915.368023255814,1013.44316860465,980.751453488372,1013.44316860465,980.751453488372,1013.44316860465,1013.44316860465,980.751453488372,1013.44316860465,980.751453488372,1013.44316860465,6113.75,11932.4760174419
5273,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,1.0,OCCUPIED,16.75,519.25,469.0,519.25,502.5,519.25,502.5,519.25,519.25,502.5,519.25,502.5,519.25,1013.44316860465,915.368023255814,1013.44316860465,980.751453488372,1013.44316860465,980.751453488372,1013.44316860465,1013.44316860465,980.751453488372,1013.44316860465,980.751453488372,1013.44316860465,6113.75,11932.4760174419
5274,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,1.0,OCCUPIED,16.75,519.25,469.0,519.25,502.5,519.25,502.5,519.25,519.25,502.5,519.25,502.5,519.25,1013.44316860465,915.368023255814,1013.44316860465,980.751453488372,1013.44316860465,980.751453488372,1013.44316860465,1013.44316860465,980.751453488372,1013.44316860465,980.751453488372,1013.44316860465,6113.75,11932.4760174419
5275,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,1.0,OCCUPIED,16.75,519.25,469.0,519.25,502.5,519.25,502.5,519.25,519.25,502.5,519.25,502.5,519.25,1013.44316860465,915.368023255814,1013.44316860465,980.751453488372,1013.44316860465,980.751453488372,1013.44316860465,1013.44316860465,980.751453488372,1013.44316860465,980.751453488372,1013.44316860465,6113.75,11932.4760174419
5276,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,1.0,OCCUPIED,16.75,519.25,469.0,519.25,502.5,519.25,502.5,519.25,519.25,502.5,519.25,502.5,519.25,1013.44316860465,915.368023255814,1013.44316860465,980.751453488372,1013.44316860465,980.751453488372,1013.44316860465,1013.44316860465,980.751453488372,1013.44316860465,980.751453488372,1013.44316860465,6113.75,11932.4760174419
5277,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.951744186,,1.0,AHU-5,15.42857143,478.2857143,432.0,478.2857143,462.8571429,478.2857143,462.8571429,478.2857143,478.2857143,462.8571429,478.2857143,462.8571429,478.2857143,933.4913621,843.1534884,933.4913621,903.3787375,933.4913621,903.3787375,933.4913621,933.4913621,903.3787375,933.4913621,903.3787375,933.4913621,5631.428571,10991.10797
5278,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.951744186,,1.0,AH-1,9.028571429,279.8857143,252.8,279.8857143,270.8571429,279.8857143,270.8571429,279.8857143,279.8857143,270.8571429,279.8857143,270.8571429,279.8857143,546.2653156,493.4009302,546.2653156,528.6438538,546.2653156,528.6438538,546.2653156,546.2653156,528.6438538,546.2653156,528.6438538,546.2653156,3295.428571,6431.833555
5279,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.951744186,,1.0,AH-1,9.028571429,279.8857143,252.8,279.8857143,270.8571429,279.8857143,270.8571429,279.8857143,279.8857143,270.8571429,279.8857143,270.8571429,279.8857143,546.2653156,493.4009302,546.2653156,528.6438538,546.2653156,528.6438538,546.2653156,546.2653156,528.6438538,546.2653156,528.6438538,546.2653156,3295.428571,6431.833555
5280,PUMP,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,1.0,1.0,AH-1,9.02857142857143,279.885714285714,252.8,209.914285714286,135.428571428571,111.954285714286,54.1714285714286,6.99714285714286,6.99714285714286,6.77142857142857,55.9771428571429,108.342857142857,279.885714285714,546.265315614618,493.400930232558,409.698986710964,264.321926910299,218.506126245847,105.72877076412,13.6566328903655,13.6566328903655,13.216096345515,109.253063122924,211.457541528239,546.265315614618,1509.12571428571,2945.42733887043
5281,PUMP,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,1.0,AH-1,9.02857142857143,279.885714285714,252.8,209.914285714286,135.428571428571,111.954285714286,54.1714285714286,6.99714285714286,6.99714285714286,6.77142857142857,55.9771428571429,108.342857142857,279.885714285714,546.265315614618,493.400930232558,409.698986710964,264.321926910299,218.506126245847,105.72877076412,13.6566328903655,13.6566328903655,13.216096345515,109.253063122924,211.457541528239,546.265315614618,1509.12571428571,2945.42733887043
5282,PUMP,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.5,OCCUPIED,13.4285714285714,208.142857142857,169.2,166.514285714286,141.0,83.2571428571429,40.2857142857143,41.6285714285714,41.6285714285714,40.2857142857143,145.7,161.142857142857,187.328571428571,406.241611295681,330.23511627907,324.993289036545,275.195930232558,162.496644518272,78.6274086378738,81.2483222591362,81.2483222591362,78.6274086378738,284.369127906977,314.509634551495,365.617450166113,1426.11428571429,2783.41026578073
5283,PUMP,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.5,ALL DAY,24.0,353.4,319.2,241.8,234.0,111.6,36.0,0.0,0.0,90.0,223.2,306.0,383.16,689.746395348837,622.996744186047,471.931744186047,456.708139534884,217.814651162791,70.2627906976744,0.0,0.0,175.656976744186,435.629302325581,597.233720930233,747.830302325581,2298.36,4485.81076744186
5284,PUMP,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.5,ALL DAY,24.0,353.4,319.2,241.8,234.0,111.6,36.0,0.0,0.0,90.0,223.2,306.0,383.16,689.746395348837,622.996744186047,471.931744186047,456.708139534884,217.814651162791,70.2627906976744,0.0,0.0,175.656976744186,435.629302325581,597.233720930233,747.830302325581,2298.36,4485.81076744186
5285,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,1.0,HA-AH1-FAL,6.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.857142857143,199.285714285714,192.857142857143,199.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.40780730897,388.954734219269,376.40780730897,388.954734219269,784.285714285714,1530.72508305648
5286,HEAT PUMP,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.45,ALL DAY,24.0,334.8,302.4,334.8,324.0,200.88,291.6,301.32,301.32,129.6,234.36,324.0,167.4,653.443953488372,590.207441860465,653.443953488372,632.36511627907,392.066372093023,569.128604651163,588.099558139535,588.099558139535,252.946046511628,457.41076744186,632.36511627907,326.721976744186,3246.48,6336.29846511628
5287,HEAT PUMP,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.45,ALL DAY,24.0,334.8,302.4,334.8,324.0,200.88,291.6,301.32,301.32,129.6,234.36,324.0,167.4,653.443953488372,590.207441860465,653.443953488372,632.36511627907,392.066372093023,569.128604651163,588.099558139535,588.099558139535,252.946046511628,457.41076744186,632.36511627907,326.721976744186,3246.48,6336.29846511628
5288,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.5,F,8.14285714285714,126.214285714286,114.0,126.214285714286,122.142857142857,126.214285714286,122.142857142857,126.214285714286,126.214285714286,122.142857142857,126.214285714286,122.142857142857,126.214285714286,246.33799833887,222.498837209302,246.33799833887,238.391611295681,246.33799833887,238.391611295681,246.33799833887,246.33799833887,238.391611295681,246.33799833887,238.391611295681,246.33799833887,1486.07142857143,2900.43127076412
5289,AC SYSTEM,3.0,,,,,,3.0,0.75,0.86,0.71525,1.951744186,,1.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,446.4,432.0,520.8,744.0,432.0,446.4,0.0,0.0,0.0,0.0,0.0,0.0,871.2586047,843.1534884,1016.468372,1452.097674,843.1534884,871.2586047,0.0,0.0,3021.6,5897.390233
5290,PUMP,3.0,,3.0,,208.0,,3.0,0.75,0.86,0.71525,1.95174418604651,0.65,1.0,,24.0,520.8,672.0,744.0,432.0,446.4,432.0,148.8,18.6,144.0,520.8,720.0,520.8,429.457887209302,554.139209302326,613.511267441861,356.232348837209,368.106760465116,356.232348837209,122.702253488372,15.3377816860465,118.74411627907,429.457887209302,593.720581395349,429.457887209302,5320.2,4387.10032936047
5291,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,0.7,1.0,2ND FLOOR,9.28571428571429,287.857142857143,260.0,287.857142857143,278.571428571429,287.857142857143,278.571428571429,287.857142857143,287.857142857143,278.571428571429,287.857142857143,278.571428571429,287.857142857143,275.293517441861,248.652209302326,275.293517441861,266.413081395349,275.293517441861,266.413081395349,275.293517441861,275.293517441861,266.413081395349,275.293517441861,266.413081395349,275.293517441861,3389.28571428571,3241.35915697674
5292,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,0.6,1.0,2ND FLOOR,9.28571428571429,287.857142857143,260.0,287.857142857143,278.571428571429,287.857142857143,278.571428571429,287.857142857143,287.857142857143,278.571428571429,287.857142857143,278.571428571429,287.857142857143,202.25646179402,182.683255813953,202.25646179402,195.732059800665,202.25646179402,195.732059800665,202.25646179402,202.25646179402,195.732059800665,202.25646179402,195.732059800665,202.25646179402,3389.28571428571,2381.40672757475
5293,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.1,OCCUPIED,6.42857142857143,19.9285714285714,18.0,19.9285714285714,19.2857142857143,19.9285714285714,19.2857142857143,19.9285714285714,19.9285714285714,19.2857142857143,19.9285714285714,19.2857142857143,19.9285714285714,38.8954734219269,35.1313953488372,38.8954734219269,37.640780730897,38.8954734219269,37.640780730897,38.8954734219269,38.8954734219269,37.640780730897,38.8954734219269,37.640780730897,38.8954734219269,234.642857142857,457.962832225914
5299,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.65,ALL DAY,24.0,483.6,393.12,386.88,304.2,193.44,163.8,96.72,96.72,140.4,241.8,397.8,483.6,943.863488372093,767.269674418605,755.090790697675,593.720581395349,377.545395348837,319.695697674419,188.772697674419,188.772697674419,274.02488372093,471.931744186047,776.403837209302,943.863488372093,3382.08,6600.95497674419
5300,VENTILATION,3.0,,,,,,3.0,0.75,0.86,0.71525,1.95174418604651,,0.65,ALL DAY,24.0,483.6,393.12,386.88,304.2,193.44,163.8,96.72,96.72,140.4,241.8,397.8,483.6,943.863488372093,767.269674418605,755.090790697675,593.720581395349,377.545395348837,319.695697674419,188.772697674419,188.772697674419,274.02488372093,471.931744186047,776.403837209302,943.863488372093,3382.08,6600.95497674419
